name,gender,frequency,frequency_ew_new,frequency_ni,frequency_scot,frequency_us_vic,frequency_us_ed,frequency_us_bs,frequency_us_wwi,frequency_us_it,frequency_us_bsii,frequency_us_wwii,frequency_us_post,nameBCenterMatch,nameBWizMatch,nameBehindMatch,nameMatch,soundex
LOUIX,0,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,L200
LOUIZA,1,0,13,0,0,0,0,5,5,31,0,0,0,False,False,True,False,L200
LOUJEAN,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,L250
LOUKAS,0,0,14,0,0,0,0,0,0,0,0,0,0,False,True,True,True,L220
LOULA,1,0,0,0,0,231,68,35,22,178,12,11,21,False,False,False,False,L400
LOULOU,1,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,L400
LOUNELL,1,0,0,0,0,0,0,0,0,87,5,14,14,False,False,False,False,L540
LOUNETTE,1,0,0,0,0,0,5,13,13,54,0,6,0,False,False,False,False,L530
LOURA,1,0,0,0,0,0,0,0,13,60,0,6,61,False,True,False,False,L600
LOURAINE,1,0,0,0,0,0,0,6,0,28,0,0,0,False,False,False,False,L650
LOURDES,1,0,15,0,0,0,0,5,0,310,48,89,736,False,True,True,True,L632
LOURDINE,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L635
LOUREE,1,0,0,0,0,0,0,0,0,10,0,0,0,False,False,False,False,L600
LOURENA,1,0,0,0,0,0,5,8,9,10,5,0,6,False,False,False,False,L650
LOURENCE,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L652
LOURENCO,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,L652
LOURENE,1,0,0,0,0,0,18,28,20,111,11,19,32,False,False,False,False,L650
LOURETHA,1,0,0,0,0,0,0,0,0,0,0,0,6,False,False,False,False,L630
LOURETTA,1,0,0,0,0,6,5,13,15,98,16,16,43,False,False,False,False,L630
LOURIE,1,0,0,0,0,0,0,0,5,12,0,0,7,False,False,False,False,L600
LOURINE,1,0,0,0,0,0,25,42,27,165,28,13,25,False,False,False,False,L650
LOUSIA,1,0,0,0,0,5,0,0,0,7,0,0,0,False,False,False,False,L200
LOUSIE,1,0,0,0,0,0,6,18,12,82,0,7,5,False,False,False,False,L200
LOUTRICIA,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,L362
LOUVA,1,0,0,0,0,0,13,5,6,8,0,0,0,False,False,False,False,L100
LOUVADA,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L130
LOUVELLA,1,0,0,0,0,0,0,0,0,13,0,0,10,False,False,False,False,L140
LOUVENA,1,0,0,0,0,0,0,9,0,33,0,0,0,False,False,False,False,L150
LOUVENE,1,0,0,0,0,0,0,0,0,7,0,0,0,False,False,False,False,L150
LOUVENIA,1,0,0,0,0,331,365,154,119,1262,171,241,500,False,True,False,False,L150
LOUVINA,1,0,0,0,0,17,18,19,20,154,8,21,13,False,False,False,False,L150
LOUVINE,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L150
LOUVINIA,1,0,0,0,0,0,35,26,6,140,21,6,19,False,False,False,False,L150
LOUVONIA,1,0,0,0,0,0,0,0,0,6,0,5,0,False,False,False,False,L150
LOUWANA,1,0,0,0,0,0,0,0,0,5,5,0,6,False,False,False,False,L500
LOUWANNA,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,L500
LOVA,1,0,0,0,0,12,50,37,23,223,19,23,31,False,True,False,False,L100
LOVADA,1,0,0,0,0,0,5,5,0,45,0,0,0,False,False,False,False,L130
LOVAL,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L140
LOVE,0,0,0,0,0,99,81,46,25,223,17,18,35,False,True,True,True,L100
LOVE,1,0,3,0,0,117,90,48,32,224,11,15,26,False,True,True,True,L100
LOVEDA,1,0,0,0,0,0,5,11,14,117,23,0,5,False,False,False,False,L130
LOVEDAY,1,0,9,0,0,0,0,0,0,0,0,0,0,False,True,False,False,L130
LOVEL,0,0,0,0,0,0,0,6,15,60,0,5,5,False,False,True,False,L140
LOVEL,1,0,0,0,0,0,0,0,0,7,0,0,0,False,False,False,False,L140
LOVELACE,0,0,0,0,0,0,0,7,12,95,0,10,5,False,False,False,False,L142
LOVELESS,0,0,0,0,0,0,0,5,0,30,0,0,10,False,False,False,False,L142
LOVELIA,1,0,0,0,0,0,0,0,0,5,5,0,0,False,False,False,False,L140
LOVELL,0,0,3,0,0,35,101,107,67,769,106,126,347,False,True,True,True,L140
LOVELL,1,0,0,0,0,0,51,43,28,313,31,34,52,False,False,False,False,L140
LOVELLA,1,0,0,0,0,24,121,60,47,582,59,88,149,False,False,False,False,L140
LOVELLE,1,0,0,0,0,0,0,8,6,57,0,0,5,False,False,False,False,L140
LOVELY,0,0,0,0,0,0,0,0,5,7,0,0,0,False,False,False,False,L140
LOVELY,1,0,0,0,0,0,0,0,6,79,5,12,40,False,True,False,False,L140
LOVENA,1,0,0,0,0,10,20,27,20,183,12,17,43,False,False,False,False,L150
LOVENE,1,0,0,0,0,0,0,0,9,43,0,10,0,False,False,False,False,L150
LOVENIA,1,0,0,0,0,18,87,35,36,288,32,46,60,False,False,False,False,L150
LOVERA,1,0,0,0,0,0,0,0,5,17,5,0,0,False,False,False,False,L160
LOVERN,0,0,0,0,0,0,0,0,0,11,0,0,0,False,False,False,False,L165
LOVERN,1,0,0,0,0,0,0,0,5,5,0,0,0,False,False,False,False,L165
LOVERNE,0,0,0,0,0,0,0,0,0,5,5,0,0,False,False,False,False,L165
LOVERNE,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,L165
LOVESTA,1,0,0,0,0,0,0,0,0,11,0,0,0,False,False,False,False,L123
LOVETA,1,0,0,0,0,0,12,15,27,190,17,20,19,False,False,False,False,L130
LOVETT,0,0,0,0,0,6,30,29,7,114,12,35,43,False,False,False,False,L130
LOVETTA,1,0,0,0,0,0,22,31,20,348,54,49,123,False,True,False,False,L130
LOVETTE,0,0,0,0,0,0,0,0,0,10,0,0,0,False,False,False,False,L130
LOVETTE,1,0,0,0,0,0,0,0,0,0,0,0,30,False,True,False,False,L130
LOVEY,1,0,0,0,0,63,87,30,31,243,16,31,61,False,True,False,False,L100
LOVIA,1,0,0,0,0,0,5,0,0,23,0,0,0,False,False,False,False,L100
LOVIC,0,0,0,0,0,0,0,0,0,11,0,0,0,False,False,False,False,L120
LOVICE,1,0,0,0,0,0,0,6,0,5,5,0,0,False,True,False,False,L120
LOVICK,0,0,0,0,0,0,0,6,0,11,0,0,0,False,False,False,False,L120
LOVIE,0,0,0,0,0,15,30,41,35,244,37,38,45,False,False,False,False,L100
LOVIE,1,0,0,0,0,683,791,314,222,1867,194,253,434,False,True,False,False,L100
LOVILLA,1,0,0,0,0,0,0,0,5,7,0,0,0,False,False,False,False,L140
LOVINA,1,0,0,0,0,197,148,86,57,436,46,51,102,False,True,False,False,L150
LOVINE,1,0,0,0,0,0,0,5,0,0,0,0,0,False,False,False,False,L150
LOVINIA,1,0,0,0,0,5,0,6,13,35,6,0,0,False,False,False,False,L150
LOVIS,0,0,0,0,0,0,5,0,11,41,0,0,5,False,False,False,False,L120
LOVIS,1,0,0,0,0,0,0,0,0,26,0,0,0,False,False,False,False,L120
LOVISA,1,0,0,0,0,5,5,0,0,5,0,0,0,False,True,True,True,L120
LOVITA,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,L130
LOVONIA,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L150
LOW,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L000
LOWANA,1,0,0,0,0,0,0,0,0,25,9,0,30,False,False,False,False,L500
LOWANDA,1,0,0,0,0,0,0,0,0,90,16,7,45,False,False,False,False,L530
LOWANNA,1,0,0,0,0,0,0,0,0,0,6,0,6,False,True,False,False,L500
LOWAYNE,1,0,0,0,0,0,0,0,0,0,5,0,0,False,False,False,False,L500
LOWE,0,0,0,0,0,0,5,10,10,10,0,0,0,False,True,False,False,L000
LOWEL,0,0,0,0,0,0,0,0,0,35,5,0,0,False,False,False,False,L400
LOWELL,0,0,11,0,0,345,1126,1455,1106,17500,2659,3014,5163,False,True,True,True,L400
LOWELL,1,0,0,0,0,0,22,18,30,197,18,12,28,False,False,False,False,L400
LOWELLA,1,0,0,0,0,0,0,0,0,48,0,0,17,False,False,False,False,L400
LOWEN,0,0,0,0,0,0,0,0,6,5,5,0,0,False,False,False,False,L500
LOWENA,1,0,6,0,0,0,0,0,0,0,0,0,0,False,True,False,False,L500
LOWENE,1,0,0,0,0,0,0,0,6,0,0,0,0,False,False,False,False,L500
LOWENNA,1,0,41,0,0,0,0,0,0,0,0,0,0,False,True,False,False,L500
LOWERY,0,0,0,0,0,0,11,13,5,134,23,47,73,False,False,False,False,L600
LOWETA,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L300
LOWIS,0,0,0,0,0,0,5,0,9,42,0,0,0,False,False,False,False,L200
LOWMAN,0,0,0,0,0,0,0,0,5,16,0,0,0,False,False,False,False,L550
LOWREY,0,0,0,0,0,0,0,0,5,0,0,0,5,False,False,False,False,L600
LOWRI,1,0,567,0,6,0,0,0,0,0,0,0,0,False,True,True,True,L600
LOWRIE,0,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,L600
LOWRIE,1,0,17,0,0,0,0,0,0,0,0,0,0,False,False,False,False,L600
LOWRINE,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L650
LOWRY,0,0,0,0,0,7,14,12,7,169,28,48,83,False,False,False,False,L600
LOXI,1,0,0,0,0,0,0,0,0,0,0,14,6,False,False,False,False,L200
LOXIE,1,0,0,0,0,0,0,0,0,0,0,30,10,False,True,False,False,L200
LOY,0,0,0,0,0,126,187,213,161,1679,180,242,480,False,True,False,False,L000
LOY,1,0,0,0,0,15,38,41,29,314,81,68,149,False,False,False,False,L000
LOYA,1,0,0,0,0,0,0,0,0,0,0,5,0,False,False,False,False,L000
LOYAL,0,0,0,0,0,89,230,216,180,1540,149,229,306,False,True,False,False,L400
LOYAL,1,0,0,0,0,0,0,7,9,39,0,0,0,False,False,False,False,L400
LOYALL,0,0,0,0,0,0,0,5,0,0,0,0,0,False,False,False,False,L400
LOYCE,0,0,0,0,0,0,37,55,33,390,43,48,90,False,False,False,False,L200
LOYCE,1,0,0,0,0,0,181,151,117,1697,209,277,523,False,True,False,False,L200
LOYCIE,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L200
LOYD,0,0,4,0,7,732,1246,1215,1055,10463,1028,1184,2300,False,True,True,True,L300
LOYD,1,0,0,0,0,0,0,5,10,71,0,0,0,False,False,False,False,L300
LOYDA,1,0,0,0,0,0,0,0,0,5,0,0,11,False,False,False,False,L300
LOYDE,0,0,0,0,0,0,0,17,20,311,38,38,97,False,False,False,False,L300
LOYDENE,1,0,0,0,0,0,0,0,0,0,8,5,16,False,False,False,False,L350
LOYE,0,0,0,0,0,0,7,20,19,206,46,42,53,False,False,False,False,L000
LOYE,1,0,0,0,0,0,7,14,16,75,18,15,19,False,False,False,False,L000
LOYED,0,0,0,0,0,0,13,13,14,142,11,11,6,False,False,False,False,L300
LOYETTE,1,0,0,0,0,0,0,0,5,6,0,0,0,False,False,False,False,L300
LOYLE,0,0,0,0,0,0,0,0,0,55,10,0,0,False,False,False,False,L400
LOYOLA,1,0,0,0,0,30,46,53,37,323,31,30,62,False,False,False,False,L400
LOYS,0,0,0,0,0,0,15,27,15,126,5,0,0,False,False,False,False,L200
LOYS,1,0,0,0,0,0,5,19,15,95,0,0,0,False,True,False,False,L200
LOYSE,1,0,0,0,0,0,0,0,0,8,0,0,0,False,False,False,False,L200
LOZELL,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L240
LOZELLE,1,0,0,0,0,0,0,0,0,11,0,0,0,False,False,False,False,L240
LTANYA,1,0,0,0,0,0,0,0,0,0,0,0,52,False,False,False,False,L350
LU,0,0,0,0,0,0,0,0,6,6,0,0,0,False,False,False,False,L000
LU,1,0,0,0,0,65,51,28,27,529,100,139,993,False,True,False,False,L000
LUA,1,0,0,0,0,0,5,0,0,0,0,0,0,False,True,False,False,L000
LUADA,1,0,0,0,0,0,0,5,0,11,0,0,0,False,False,False,False,L300
LUAN,0,0,15,0,0,0,0,0,0,0,0,0,0,False,False,False,False,L500
LUAN,1,0,4,0,9,0,0,0,0,99,25,25,133,False,True,False,False,L500
LUANA,1,0,15,0,7,0,10,38,48,537,122,211,796,False,True,True,True,L500
LUANE,1,0,0,0,0,0,0,0,0,32,10,14,88,False,False,False,False,L500
LUANN,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,False,False,L500
LUANN,1,0,0,0,0,0,0,0,0,500,215,291,3764,False,True,True,True,L500
LUANNA,1,0,3,0,0,21,44,30,17,249,52,73,305,False,True,True,True,L500
LUANNE,1,0,3,0,0,0,0,0,0,535,186,272,2106,False,True,True,True,L500
LUBA,1,0,0,0,0,0,12,18,23,179,12,11,99,False,True,True,True,L100
LUBABA,1,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,L110
LUBBY,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L100
LUBELL,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L140
LUBERDIE,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L163
LUBERT,0,0,0,0,0,0,0,5,0,5,0,0,0,False,False,False,False,L163
LUBERTA,1,0,0,0,0,91,170,64,39,436,41,40,101,False,False,False,False,L163
LUBERTHA,1,0,0,0,0,8,66,38,24,331,40,48,100,False,False,False,False,L163
LUBIE,0,0,0,0,0,0,0,5,7,5,0,0,0,False,False,False,False,L100
LUBIE,1,0,0,0,0,0,0,5,0,0,0,0,0,False,False,False,False,L100
LUBINA,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L150
LUBNA,1,0,71,0,13,0,0,0,0,0,0,0,0,False,True,True,True,L150
LUBNAA,1,0,8,0,0,0,0,0,0,0,0,0,0,False,False,False,False,L150
LUBOV,1,0,0,0,0,0,0,0,0,6,0,0,0,False,False,False,False,L110
LUBY,0,0,0,0,0,5,5,22,14,160,11,31,26,False,False,False,False,L100
LUBY,1,0,0,0,0,0,0,10,8,34,0,0,0,False,False,False,False,L100
LUC,0,0,278,0,24,0,0,0,0,0,0,0,11,False,True,True,True,L200
LUCA,0,0,805,3,53,0,0,13,6,46,0,5,0,False,True,True,True,L200
LUCA,1,0,30,0,0,0,0,0,0,0,0,0,0,False,True,True,True,L200
LUCAN,0,0,5,0,0,0,0,0,0,0,0,0,0,False,True,True,True,L250
LUCAS,0,0,1965,27,143,108,122,101,87,689,69,96,245,False,True,True,True,L220
LUCCA,0,0,22,0,0,0,0,0,0,0,0,0,0,False,True,False,False,L200
LUCCA,1,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,L200
LUCE,1,0,0,0,4,0,0,0,0,6,0,0,0,False,True,True,True,L200
LUCEAL,1,0,0,0,0,5,36,38,33,109,0,0,5,False,False,False,False,L240
LUCEE,1,0,3,0,0,0,0,0,0,0,0,0,0,False,True,False,False,L200
LUCEIL,1,0,0,0,0,0,39,35,13,55,0,0,0,False,False,False,False,L240
LUCEILE,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L240
LUCEILLE,1,0,0,0,0,0,0,6,7,23,0,0,0,False,False,False,False,L240
LUCELE,1,0,0,0,0,0,0,6,0,5,0,0,0,False,False,False,False,L240
LUCELIA,1,0,0,0,0,0,17,11,5,26,0,0,0,False,False,False,False,L240
LUCELL,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L240
LUCELLA,1,0,0,0,0,0,6,7,16,32,0,0,0,False,False,False,False,L240
LUCELLE,1,0,0,0,0,0,0,0,5,29,0,0,0,False,False,False,False,L240
LUCENA,1,0,0,0,0,0,0,0,13,0,0,0,0,False,False,False,False,L250
LUCENDA,1,0,0,0,0,0,0,0,0,30,0,0,0,False,False,False,False,L253
LUCENDIA,1,0,0,0,0,0,15,15,7,65,10,0,6,False,False,False,False,L253
LUCENE,1,0,0,0,0,0,0,8,0,5,5,0,0,False,False,False,False,L250
LUCENIA,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L250
LUCETTA,1,0,0,0,0,52,77,43,29,208,23,18,67,False,True,True,True,L230
LUCETTE,1,0,0,0,0,0,0,0,0,36,5,12,49,False,True,True,True,L230
LUCEY,1,0,0,0,0,0,0,0,0,5,0,0,0,False,True,False,False,L200
LUCHIA,1,0,16,0,0,0,0,0,0,0,0,0,0,False,False,False,False,L200
LUCHIOUS,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L220
LUCI,1,0,87,0,19,0,0,0,0,5,0,5,140,False,False,False,False,L200
LUCIA,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L200
LUCIA,1,0,569,15,88,629,749,432,344,3558,469,699,2088,False,True,True,True,L200
LUCIAN,0,0,32,0,4,400,299,325,207,1583,136,211,445,False,True,True,True,L250
LUCIAN,1,0,0,0,0,0,0,0,0,10,0,0,0,False,False,False,False,L250
LUCIANA,1,0,41,0,12,5,16,18,6,157,7,12,36,False,True,True,True,L250
LUCIANNA,1,0,28,0,3,0,0,0,0,0,0,0,0,False,False,False,False,L250
LUCIANNE,1,0,13,0,3,0,0,0,0,0,0,5,58,False,False,False,False,L250
LUCIANO,0,0,60,0,21,23,84,85,63,766,82,128,330,False,True,True,True,L250
LUCIE,1,0,903,10,147,492,363,190,141,894,98,123,395,False,True,True,True,L200
LUCIEL,1,0,0,0,0,14,152,85,57,255,5,7,6,False,False,False,False,L240
LUCIELE,1,0,0,0,0,0,0,5,0,0,0,0,0,False,False,False,False,L240
LUCIELL,1,0,0,0,0,0,0,5,0,12,0,0,0,False,False,False,False,L240
LUCIELLE,1,0,0,0,0,0,11,23,20,65,0,5,0,False,False,False,False,L240
LUCIEN,0,0,56,0,0,261,326,361,237,2152,203,285,596,False,True,True,True,L250
LUCIENNE,1,0,10,0,4,7,91,96,70,365,23,30,87,False,True,True,True,L250
LUCIL,1,0,0,0,0,0,12,5,6,24,0,0,0,False,False,False,False,L240
LUCILA,1,0,0,0,0,0,0,11,7,291,37,72,218,False,True,True,True,L240
LUCILE,0,0,0,0,0,0,19,15,6,56,0,0,0,False,False,False,False,L240
LUCILE,1,0,4,0,0,3508,7408,4090,2963,13675,534,552,870,False,True,True,True,L240
LUCILL,1,0,0,0,0,0,28,39,20,141,7,0,0,False,False,False,False,L240
LUCILLA,1,0,0,0,5,5,40,16,28,238,28,46,100,False,True,True,True,L240
LUCILLE,0,0,0,0,0,8,107,64,48,430,47,31,31,False,False,False,False,L240
LUCILLE,1,0,62,0,45,7395,27152,19567,15430,102574,6787,8418,14866,False,True,True,True,L240
LUCILLIE,1,0,0,0,0,0,18,6,15,120,5,18,51,False,False,False,False,L240
LUCINA,1,0,3,0,3,23,30,30,26,204,12,28,61,False,True,True,True,L250
LUCINDA,1,0,550,11,163,2034,1460,535,371,3286,645,1289,7070,False,True,True,True,L253
LUCINDIA,1,0,0,0,0,5,31,7,9,70,0,8,15,False,False,False,False,L253
LUCINDY,1,0,0,0,0,28,7,8,5,52,0,0,19,False,False,False,False,L253
LUCINE,1,0,0,0,0,0,10,6,0,65,0,6,8,False,True,True,True,L250
LUCIO,0,0,0,0,0,0,40,51,35,637,64,123,330,False,True,True,True,L200
LUCION,0,0,0,0,0,0,0,0,8,65,0,14,6,False,False,False,False,L250
LUCIOUS,0,0,0,0,0,307,293,179,134,1242,143,210,564,False,True,False,False,L220
LUCIOUS,1,0,0,0,0,0,0,5,0,0,0,0,0,False,False,False,False,L220
LUCITA,1,0,0,0,0,0,0,0,0,27,0,5,29,False,False,False,False,L230
LUCIUS,0,0,3,0,0,658,577,375,246,2082,233,301,721,False,True,True,True,L220
LUCK,0,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,L200
LUCKEY,0,0,0,0,0,0,0,0,0,5,0,5,0,False,False,False,False,L200
LUCKIE,0,0,0,0,0,0,0,0,0,0,5,0,10,False,False,False,False,L200
LUCKIE,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L200
LUCKY,0,0,0,0,0,0,6,17,7,281,60,138,358,False,False,True,False,L200
LUCKY,1,0,21,0,0,0,0,0,0,30,5,35,51,False,True,False,False,L200
LUCRECIA,1,0,0,0,0,0,0,5,7,76,24,33,62,False,True,False,False,L262
LUCRESIA,1,0,0,0,0,0,0,0,0,0,0,0,6,False,False,False,False,L262
LUCRETA,1,0,0,0,0,0,0,0,0,10,0,0,0,False,False,False,False,L263
LUCRETIA,1,0,7,0,0,695,460,242,170,1819,418,495,1125,False,True,True,True,L263
LUCREZIA,1,0,3,0,0,0,0,16,5,65,15,10,6,False,True,True,True,L262
LUCUIS,0,0,0,0,0,0,0,5,0,10,0,0,0,False,False,False,False,L220
LUCUS,0,0,19,0,0,0,5,6,0,21,0,0,0,False,True,False,False,L220
LUCY,0,0,0,0,0,52,63,29,26,290,29,28,26,False,True,False,False,L200
LUCY,1,6,20797,372,3605,19089,15857,7989,6037,46851,4231,5005,12367,False,True,True,True,L200
LUCY-ANN,1,0,34,0,7,0,0,0,0,0,0,0,0,False,False,False,False,
LUCY-ANNA,1,0,8,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
LUCY-ANNE,1,0,39,0,6,0,0,0,0,0,0,0,0,False,False,False,False,
LUCY-ELLEN,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
LUCY-JANE,1,0,16,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
LUCY-JAYNE,1,0,15,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
LUCY-MAE,1,0,11,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
LUCY-MARIE,1,0,6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
LUCY-MAY,1,0,14,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
LUCYANN,1,0,6,0,0,0,0,0,0,15,10,25,33,False,False,False,False,L250
LUCYANNE,1,0,7,0,0,0,0,0,0,0,0,0,0,False,False,False,False,L250
LUCYE,1,0,0,0,0,0,0,6,0,18,0,0,0,False,False,False,False,L200
LUCYLE,1,0,0,0,0,7,58,58,33,84,0,0,0,False,False,False,False,L240
LUCYLLE,1,0,0,0,0,0,29,62,34,94,0,0,0,False,False,False,False,L240
LUCYMAE,1,0,0,0,0,0,0,7,8,0,0,0,0,False,False,False,False,L250
LUDA,1,0,0,0,0,66,77,26,26,81,0,0,0,False,False,False,False,L300
LUDDIE,0,0,0,0,0,0,0,0,5,18,7,0,0,False,False,False,False,L300
LUDDIE,1,0,0,0,0,12,39,27,15,86,5,12,10,False,False,False,False,L300
LUDDY,0,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,L300
LUDEAN,1,0,0,0,0,0,0,0,7,130,6,0,17,False,False,False,False,L350
LUDELL,1,0,0,0,0,0,20,28,22,137,6,23,6,False,False,False,False,L340
LUDELLA,1,0,0,0,0,0,28,0,8,70,0,12,0,False,False,False,False,L340
LUDELLE,1,0,0,0,0,0,0,0,0,6,0,0,0,False,False,False,False,L340
LUDENE,1,0,0,0,0,0,0,0,0,57,5,6,5,False,False,False,False,L350
LUDGER,0,0,0,0,0,0,16,21,18,111,0,0,13,False,False,True,False,L326
LUDIA,1,0,0,0,0,17,16,10,15,23,0,5,0,False,False,False,False,L300
LUDIE,0,0,0,0,0,5,27,19,18,152,10,10,18,False,False,False,False,L300
LUDIE,1,0,0,0,0,602,588,212,120,898,55,82,104,False,True,False,False,L300
LUDINE,1,0,0,0,0,0,0,0,0,10,0,0,0,False,False,False,False,L350
LUDIVINA,1,0,0,0,0,0,0,0,0,0,0,0,59,False,False,False,False,L315
LUDLOW,0,0,0,0,0,0,0,0,0,21,0,0,0,False,False,False,False,L340
LUDMILA,1,0,0,0,0,0,10,24,21,40,0,0,5,False,True,True,True,L354
LUDMILLA,1,0,0,0,0,0,42,34,22,120,0,0,6,False,True,True,True,L354
LUDORA,1,0,0,0,0,0,0,7,0,24,0,0,0,False,False,False,False,L360
LUDOVIC,0,0,25,0,11,0,0,0,0,0,0,0,0,False,True,True,True,L312
LUDVIG,0,0,0,0,0,0,0,0,10,6,0,0,0,False,True,True,True,L312
LUDVIK,0,0,0,0,0,0,5,6,0,0,0,0,0,False,False,True,False,L312
LUDVINA,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L315
LUDWELL,0,0,0,0,0,0,0,5,0,0,0,0,0,False,False,False,False,L340
LUDWIG,0,0,0,0,0,185,217,221,145,972,72,76,166,False,True,True,True,L320
LUDWIK,0,0,0,0,0,0,0,5,6,12,0,0,0,False,False,True,False,L320
LUDWINA,1,0,0,0,0,0,5,5,5,5,0,0,0,False,False,False,False,L350
LUDY,0,0,0,0,0,0,5,6,0,5,0,0,5,False,False,False,False,L300
LUDY,1,0,0,0,0,5,31,18,19,91,7,6,10,False,False,False,False,L300
LUE,0,0,0,0,0,50,11,25,22,223,20,43,71,False,False,False,False,L000
LUE,1,0,0,0,0,673,747,289,245,2652,320,382,677,False,True,False,False,L000
LUEASE,1,0,0,0,0,0,0,0,5,0,0,0,0,False,False,False,False,L200
LUEBERTA,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L163
LUEBERTHA,1,0,0,0,0,0,0,0,0,11,10,0,0,False,False,False,False,L163
LUECILE,1,0,0,0,0,0,0,7,5,23,0,0,0,False,False,False,False,L240
LUECILLE,1,0,0,0,0,0,0,0,0,11,0,0,0,False,False,False,False,L240
LUECINDA,1,0,0,0,0,0,0,0,5,5,0,0,0,False,False,False,False,L253
LUEDELLA,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L340
LUEDORA,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L360
LUEELLA,1,0,0,0,0,0,0,0,5,12,0,0,0,False,False,False,False,L400
LUEGENE,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L250
LUEGENE,1,0,0,0,0,0,0,5,0,5,0,0,0,False,False,False,False,L250
LUEGENIA,1,0,0,0,0,0,0,0,0,12,0,0,0,False,False,False,False,L250
LUEL,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,L400
LUELL,1,0,0,0,0,0,0,0,0,16,0,0,0,False,False,False,False,L400
LUELLA,0,0,0,0,0,0,0,5,0,11,0,0,0,False,False,False,False,L400
LUELLA,1,0,11,0,3,3803,4355,2224,1791,12646,763,750,1199,False,True,True,True,L400
LUELLAR,1,0,0,0,0,15,17,0,5,5,0,0,0,False,False,False,False,L460
LUELLEN,0,0,0,0,0,0,5,0,0,0,0,0,0,False,False,False,False,L450
LUELLEN,1,0,0,0,0,6,24,37,18,229,40,44,139,False,True,False,False,L450
LUELLER,1,0,0,0,0,0,10,0,0,0,0,0,0,False,False,False,False,L460
LUENA,1,0,0,0,0,0,0,0,0,6,0,0,0,False,False,False,False,L500
LUEREATHA,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,L630
LUERENE,1,0,0,0,0,0,0,0,0,11,0,0,0,False,False,False,False,L650
LUERETHA,1,0,0,0,0,0,0,0,0,0,0,5,0,False,False,False,False,L630
LUESEAL,1,0,0,0,0,0,0,0,5,0,0,0,0,False,False,False,False,L240
LUETHEL,1,0,0,0,0,0,0,0,0,11,0,0,0,False,False,False,False,L340
LUETRICIA,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,L362
LUETTA,1,0,0,0,0,181,195,104,84,998,81,113,149,False,True,False,False,L300
